0	-0.0253724	-0.0350508	-0.0241004	0	0	-0.045962	-0.044763	-0.0142184	0	0	0.0422256	0.0444833	0	0	0.0283159	0.00741014	0.0134612	0	0	-0.0227092	-0.0378364	0	0	0.0356091	0.108035	0.0330341	0	0	0.00824769	0.0019228	0.0128931	0	0	0.00712106	0.0475029	0	0	-0.000538342	-0.0132192	-0.0316434	0	0	-0.0245143	0.0541352	0	0	0.0269264	-0.00829898	-0.0255282	0	0	-0.00284971	0.0481149	0	0	0.224859	0.107337	0.0694769	0	0	0.0240891	-0.0085923	-0.0117404	-0.0155217	0.0144146	-0.027645	0	0	-0.00481878	-0.0397206	-0.0523357	0	0	-0.015021	-0.0130538	0	0	-0.0562269	-0.0809561	-0.0295147	0	0	-0.0280643	-0.046197	0	0	0.0730383	-0.00106903	-0.0459932	0	0	0.000922465	-0.014982	0	0	-0.0236864	-0.0187105	0.132416	0	0	0.094035	0.00456085	0.00231337	0	0	-0.0167138	2.17374e-05	0	0	-0.0060973	-0.0298207	-0.052422	0	0	-0.0315363	0.0100659	0	0	0	-0.0161096	-0.0368845	0	0	-0.0400858	-0.0478887	0.0901156	0	
0.00372702	-0.0330775	-0.0835594	-0.0177797	-0.0202284	-0.0492961	-0.0500726	-0.0401421	-0.015689	0.0451691	0.0375395	0.11451	0.045114	0.0128235	0.0194777	0.0182783	0.0133798	0.00954998	-0.00446197	-0.0126789	-0.0201202	-0.0252689	-0.0121463	-0.0259505	-0.00248023	0.139551	0.0413726	0.00993652	0.0285987	0.0716281	0.013972	0.00783949	-0.123609	-0.130183	-0.00113543	0.0397148	0.000878375	-0.0373776	-0.02867	0.00899504	-0.0330913	-0.0110488	-0.00943535	0.0228928	0.0254229	0.0660815	0.0724282	0.0451304	0.00109857	-0.0189911	0.00526617	-0.0182236	0.0167258	0.0311348	0.136376	0.300236	0.339511	0.16884	0.102001	0.0807173	0.0426805	0.0254909	0.00259067	0.00183594	-0.00960575	-0.0203948	-0.033194	-0.0503794	-0.0396315	-0.0069064	-0.012383	-0.0276457	-0.0565831	-0.0394828	-0.006276	-0.0461213	-0.0378936	-0.0637003	-0.049108	-0.0722151	-0.0766173	-0.0238526	-0.00451187	-0.0226161	-0.045623	-0.0429398	-0.0358003	0.0405482	-0.0354102	-0.0578709	-0.0452744	-0.0189769	0.000624265	-0.0417486	-0.0276138	-0.0548355	-0.0257889	-0.023455	0.13838	0.168169	0.0988111	0.130267	0.0231179	0.0671199	0.0211846	-0.0165307	-0.0213429	-0.00139267	0.0831258	-0.0104393	0.016637	-0.129718	-0.110341	-0.146703	-0.0808652	-0.0379206	0.0180459	-0.0197606	-0.0307754	0.0187245	-0.02217	0.0433335	-0.0208685	-0.0560867	-0.0821105	-0.172488	0.0513253	0.0105921	
-0.00299103	-0.0187795	-0.0418678	-0.110189	-0.140747	-0.137171	-0.0836401	-0.0504183	-0.025098	-0.0261548	0.131743	0.0718925	0.0971891	0.0751299	0.0329345	0.0153541	0.0163188	-0.000130819	0.0100727	-0.0348896	-0.0313193	-0.0406963	-0.0136007	-0.0168856	0.0228674	0.0543309	0.0107729	0.0616196	0.0567799	-0.0272425	0.0081634	-0.192737	-0.305644	-0.169471	0.00287004	0.0122765	-0.00468466	-0.0563465	-0.0311572	0.010719	0.025211	0.0454702	0.0683191	0.0215158	0.0927107	0.067391	0.0474623	0.0634683	0.00125098	0.0144579	0.0317171	0.0871955	0.00853834	0.0210014	0.0639937	0.224669	0.158008	0.179541	0.19805	0.248387	0.10687	0.0314378	0.0402065	0.0340009	-0.0327265	-0.0475616	-0.043968	-0.104643	-0.0954813	-0.0343009	-0.0212814	-0.0114463	-0.0455817	-0.0601967	-0.0504643	-0.0316046	-0.0863827	-0.140866	-0.143074	-0.112252	-0.0957979	-0.0442043	-0.0356562	-0.0563869	-0.0400536	-0.10464	-0.0768172	-0.0924868	-0.0319523	-0.0517103	-0.036925	-0.038845	-0.0436304	-0.0358133	-0.0367385	-0.0526803	-0.0238271	-0.00755038	0.105598	0.137363	0.02892	-0.000554573	0.0555673	0.141812	0.102746	0.0652121	0.0282036	-0.00151395	0.109082	0.0703197	-0.0787102	-0.070148	-0.233544	-0.109947	-0.0288481	-0.0733135	0.0181926	-0.0355557	-0.0634102	-0.0310999	-0.0283502	0.00797946	-0.0144539	-0.0866163	-0.172506	-0.055937	-0.106877	-0.00249905	
-0.0125078	-0.00465045	-0.0487813	-0.11225	-0.167307	-0.129318	-0.252038	-0.224015	-0.0224648	0.206702	0.122402	0.0741588	0.056906	0.116435	0.0458163	0.0306553	0.013772	0.0267413	-0.00875981	-0.0192246	-0.0266301	-0.0313678	-0.0186006	-0.00941515	0.0268956	-0.00764065	0.012451	0.0454964	-0.0183469	-0.0124981	-0.184406	-0.464324	-0.491429	-0.129129	-0.0888316	-0.0413956	0.0176121	-0.0628615	-0.0479557	0.0022086	0.0738174	0.075967	0.0763863	0.162419	0.213246	0.0481844	0.0149822	0.0264068	0.0540437	0.0217411	0.244329	0.0674435	0.0500593	0.0394863	0.0785839	0.0754709	0.195555	0.305433	0.410565	0.460626	0.123159	0.0620552	-0.00416096	0.0306044	-0.0505051	-0.0877349	-0.0870941	-0.100425	-0.0976172	-0.0680587	-0.0747332	-0.0182326	-0.0719883	-0.0854173	-0.109484	-0.0904737	-0.161213	-0.339324	-0.210473	-0.171225	-0.0531647	-0.0541019	-0.039504	-0.0870285	-0.115605	-0.154234	-0.156248	-0.176575	-0.0644385	-0.0123878	-0.005814	-0.0549503	-0.0873727	-0.0902238	-0.0967348	-0.0652211	0.0260347	0.0607271	0.152634	0.111971	0.0296042	-0.150584	0.287478	0.16737	0.30498	0.171698	0.0644174	0.0692739	0.101268	0.16202	0.0577032	-0.183167	-0.0527743	-0.0847849	-0.00858656	0.050284	-0.00830713	0.000905929	-0.0313846	-0.0514	-0.0422731	-0.0455535	-0.0482768	-0.136646	-0.237714	-0.0653599	-0.0064349	-0.0476993	
0.00085883	-0.0451064	-0.0323264	-0.103983	-0.131165	-0.203018	-0.201467	-0.0935324	0.0736365	0.0782959	0.0373636	0.0689858	0.0736537	0.0998817	0.062378	0.0215748	0.0440898	-0.00102686	-0.0303735	-0.0207384	-0.0447841	-0.0455156	-0.0107637	-0.0226032	-0.0212495	-0.0456136	-0.0282682	0.0479337	-0.0792697	-0.231181	-0.545619	-0.378334	-0.193599	-0.103169	-0.0993569	-0.022811	-0.0222078	-0.0268587	-0.0190853	0.0245124	0.14148	0.158218	0.29067	0.211613	0.160736	0.0751994	0.101767	0.034543	0.0492605	0.309161	0.193031	0.0319933	0.0307725	0.0222366	0.0157759	0.0366448	0.317924	0.48379	0.25578	0.362362	0.162707	0.112682	-0.0146302	-0.0249217	-0.050265	-0.138446	-0.136954	-0.132121	-0.0643594	-0.0772019	-0.117991	-0.0965101	-0.11476	-0.102442	-0.135819	-0.205286	-0.212873	-0.293694	-0.17798	-0.116911	-0.0780118	-0.054776	-0.120525	-0.11208	-0.166343	-0.172317	-0.2382	-0.22861	-0.0874711	-0.0433713	-0.114094	-0.101747	-0.129443	-0.115208	-0.0974373	-0.0746741	0.00200096	0.0963581	0.103848	0.00980387	0.0501036	-0.011737	0.0232772	0.103136	0.202937	0.20715	0.141841	0.106347	0.0634217	0.0397677	0.0822469	-0.0748188	-0.189195	0.0566008	0.0731538	0.0782086	-0.0208334	-0.0232399	-0.0449909	-0.0543251	-0.0456986	-0.0823448	-0.178591	-0.245417	-0.094794	-0.062046	0.00927397	0.0159931	
-0.0215587	-0.0428225	-0.0527488	-0.0902441	-0.181844	-0.129959	-0.162522	-0.154925	-0.00655367	0.0179301	0.0404326	0.0618673	0.0960269	0.0531016	0.0565574	0.0693551	0.0154012	-0.0059692	-0.0157475	-0.0440488	-0.068014	-0.051838	-0.0490065	-0.0667901	-0.0774482	-0.101918	-0.0936989	-0.153764	-0.384653	-0.638369	-0.391265	-0.0535755	-0.08199	-0.105737	-0.112641	-0.160257	-0.112605	-0.0641987	0.0825722	0.122377	0.109174	0.194945	0.346675	0.149124	0.0703781	0.0949258	0.102044	0.077091	0.220885	0.159569	0.148707	0.0926841	0.0198259	-0.0342163	-0.0408695	-0.0429151	0.24712	0.216198	0.292504	0.338261	0.178813	0.109274	-0.0043179	-0.0638289	-0.0940172	-0.161342	-0.111431	-0.0708155	-0.0623824	-0.125421	-0.209707	-0.167992	-0.127772	-0.203172	-0.304758	-0.250656	-0.280056	-0.243383	-0.15894	-0.107621	-0.0884367	-0.120395	-0.115657	-0.228894	-0.177289	-0.203199	-0.175552	-0.237796	-0.0783837	-0.100776	-0.158249	-0.145943	-0.099733	-0.13133	-0.103821	-0.0553662	-0.0160547	0.103411	0.199938	0.0833069	0.0075612	0.043146	-0.00364866	0.0446618	0.190056	0.404706	0.205593	0.126146	0.0823441	0.0369667	0.00058164	-0.030457	-0.0119018	0.0406345	0.145802	0.0972107	0.0378598	-0.0824799	0.0355259	-0.0327115	-0.0290769	-0.0643167	-0.231784	-0.163557	-0.13937	-0.0409748	0.00666421	0.0177722	
-0.0109858	-0.0271662	-0.14254	-0.142641	-0.100374	-0.281874	-0.107334	-0.0999884	-0.0301784	0.000173561	0.0272074	0.0472324	0.0380045	0.0646698	0.0303035	0.0491922	-0.00825039	-0.00797988	-0.021073	-0.0288977	-0.0357382	-0.049621	-0.0955964	-0.0937338	-0.204027	-0.229805	-0.14087	-0.275381	-0.406363	-0.296548	-0.198651	-0.00545512	-0.0860682	-0.139489	-0.149383	-0.207536	-0.128457	0.174956	0.154208	0.21464	0.214739	0.242149	0.251674	0.0901685	0.0923753	0.0474326	0.134645	0.137332	0.0955106	0.105385	0.134842	0.213782	0.0921181	0.015417	-0.0747896	-0.0764894	0.036155	0.0350393	0.206664	0.231106	0.144765	0.0300305	0.00133368	-0.130703	-0.0800184	-0.104031	-0.0718728	-0.0547464	-0.111581	-0.168561	-0.17116	-0.162584	-0.227298	-0.219766	-0.225887	-0.18563	-0.129664	-0.0899692	-0.114308	-0.0803246	-0.10661	-0.120209	-0.110339	-0.11459	-0.301232	-0.25579	-0.165926	-0.149019	-0.236539	-0.242723	-0.191894	-0.13957	-0.10076	-0.130454	-0.124244	-0.0909445	-0.0162148	0.0840533	0.145246	0.166428	0.0622026	-0.0170552	0.257084	0.0240804	0.16353	0.268813	0.111924	0.0759409	0.073892	0.0496824	-0.00543181	0.397349	0.159339	0.0918241	0.0797899	0.12199	0.173871	0.0939949	0.0227928	0.158263	-0.0167956	-0.0252351	-0.114573	-0.124258	-0.0504044	-0.0809026	-0.0390817	0.00342088	
-0.0279583	-0.0703554	-0.00836354	0.138952	-0.0660068	-0.0305607	-0.01763	-0.0165897	-0.0230241	-0.0113723	-0.0206253	0.02165	0.0421687	0.0375065	0.0538587	-0.0209021	-0.0253681	-0.0153695	-0.0326695	-0.0144495	-0.0765636	-0.124293	-0.122111	-0.135852	-0.151599	-0.112001	-0.136207	-0.182657	-0.305939	-0.343807	-0.0823657	-0.15965	-0.132195	-0.120659	-0.133696	-0.166096	0.012931	0.302325	0.121855	0.224681	0.329041	0.346226	0.207443	0.0810459	0.0493145	0.11168	0.101419	0.081726	0.0828987	0.0809904	0.115055	0.149006	0.0998949	-0.049739	-0.126233	-0.208772	-0.160552	-0.0275185	0.108727	0.0340118	0.0828465	-0.0176629	-0.0710677	-0.116016	-0.104378	-0.0604737	-0.109205	-0.0856165	-0.147596	-0.126513	-0.154656	-0.154591	-0.164185	-0.212798	-0.145823	-0.149169	-0.135279	-0.0789197	-0.0787465	-0.0923832	-0.109814	-0.196727	-0.179187	-0.157953	-0.247641	-0.406407	-0.273063	-0.35828	-0.277155	-0.320818	-0.126325	-0.112763	-0.0976212	-0.132728	-0.083398	-0.0678529	-0.01551	0.00799775	0.0470997	0.031452	0.174726	0.159355	0.324251	0.177187	0.144449	0.204815	0.204889	0.139968	0.0244492	0.0769197	0.108018	0.17535	0.23692	0.22322	0.202604	0.130754	0.207849	0.35006	0.194527	0.172581	0.0617336	0.0018808	0.148984	-0.0552252	-0.0550149	-0.0364024	-0.0112826	-0.0208288	
-0.0575246	0.0126829	0.0741147	-0.0517051	-0.0156467	-0.0638178	-0.00780294	-0.0406127	-0.0797971	-0.0309817	-0.0222494	0.0235369	0.00552602	0.013877	-0.00397158	-0.0705559	-0.019065	-0.0157755	0.024876	-0.0233501	-0.0534176	-0.0537025	-0.116553	-0.134059	-0.112956	-0.152162	-0.0903642	-0.158604	-0.433448	-0.288742	-0.170475	-0.293297	-0.281086	0.122504	-0.0551487	0.0664166	0.299032	0.100738	0.0963507	0.158314	0.316615	0.311249	0.294555	0.252882	0.138909	0.125793	0.0675398	0.1047	0.0647396	0.0437026	0.056372	0.068106	0.041708	-0.164851	-0.156693	-0.249101	-0.199419	-0.0875114	-0.214468	-0.00885686	0.0677721	-0.0557057	-0.0141499	-0.118373	-0.194093	-0.103103	-0.157675	-0.181191	-0.041814	-0.0597774	-0.057613	-0.087467	-0.174438	-0.07816	-0.140605	-0.193569	-0.114569	-0.139603	-0.0605266	-0.0358832	-0.0789615	-0.120252	-0.171126	-0.187413	-0.357468	-0.277714	-0.435617	-0.458064	-0.289674	-0.181087	-0.164641	-0.052839	-0.0767964	-0.0656836	-0.0739154	-0.0611942	-0.0416798	-0.00537073	-0.057073	0.0409809	0.178988	0.462059	0.298807	0.232485	0.136582	0.0785903	0.219478	0.255964	0.102956	0.0958773	0.179361	0.198877	0.286603	0.259233	0.167446	0.17208	0.271262	0.216043	0.173178	0.0639004	0.0565223	0.189559	0.15413	0.163763	0.0250153	0.00393855	-0.0162223	-0.00343232	
0.0476351	0.026125	-0.0247947	0.0126958	-0.0707401	-0.030323	-0.0275178	-0.0412108	-0.0701309	-0.0286962	-0.0180897	-0.0204438	0.00385433	0.0028639	-0.0274997	-0.0120025	-0.00634263	0.0253958	0.00954218	-0.0247792	-0.0381426	-0.0413313	-0.0413629	-0.045761	-0.0495305	-0.0917077	-0.161997	-0.201024	-0.247464	-0.575377	-0.442971	-0.42443	0.146244	0.0164494	0.357507	0.42842	0.147399	0.0676047	0.109838	0.163509	0.236192	0.242267	0.237904	0.262592	0.233157	0.175179	0.122367	0.103263	0.0313337	0.0527355	0.00365759	0.0026425	-0.0880499	-0.0997033	-0.261312	-0.131624	-0.176201	-0.272729	-0.179216	-0.00326496	0.00324793	-0.00802269	-0.0427028	-0.145664	-0.112754	-0.0906617	-0.0573501	-0.0616918	-0.0464574	-0.043801	-0.0721531	-0.0941016	-0.117782	-0.090041	-0.0735876	-0.137194	-0.109941	-0.0953594	-0.0735987	-0.0954069	-0.126338	-0.16629	-0.248281	-0.24625	-0.492068	-0.325362	-0.426312	-0.340625	-0.16675	-0.176462	-0.0898721	-0.0846143	-0.0123578	-0.0195702	-0.0425573	-0.0859904	-0.0501894	-0.0609944	-0.0515814	-0.0597795	0.209077	0.338493	0.149783	0.265615	0.180055	0.102436	0.115473	0.206566	0.233639	0.0777723	0.0614907	0.168102	0.397071	0.17455	0.149375	0.20002	0.301137	0.242677	0.156902	0.136812	0.272416	0.164425	0.393317	0.274243	0.155427	0.0607638	0.0086089	-0.0197966	
