0.125794	0.237592	0.283649	0.293584	0.644123	0.205478	0.485462	0.204292	0.18911	1.12253	0.250547	0.101097	0.239976	0.366867	0.423365	0.219336	0.808908	0.452955	1.52796	0.617128	0.154794	0.442462	1.66682	1.11107	0.354266	1.60924	1.01241	0.294134	0.164498	0.255553	0.217172	0.129944	
0.18534	0.432334	0.272252	0.149041	0.376818	0.284929	0.523199	0.208154	0.588196	0.940241	0.353776	0.132879	0.483818	0.336495	0.429457	0.269156	0.794986	1.0731	0.954508	0.669535	0.491036	0.713816	1.49687	1.03317	0.88527	1.46979	0.473791	0.246787	0.2603	0.340352	0.340551	0.314532	
0.176644	0.292732	0.315692	0.219115	0.314759	0.247449	0.297755	0.453291	0.62047	0.284009	0.250121	0.0642869	0.348717	0.306827	0.598715	0.41931	0.360438	0.909005	0.633568	1.03678	0.380385	0.670849	2.31183	1.51002	1.73337	0.581054	0.614782	0.143214	0.126266	0.278413	0.369512	0.324459	
0.408413	0.325316	0.133824	0.389628	0.345732	0.261508	0.196783	0.295937	0.779537	0.307426	0.282213	0.145426	0.417372	0.4905	0.505081	0.400867	0.521039	0.787682	0.550843	0.760689	0.670969	0.941684	1.55115	1.15186	1.25582	0.853655	0.992657	0.345957	0.163236	0.263851	0.219769	0.301355	
0.269906	0.366601	0.18583	0.305678	0.407134	0.406326	0.24844	0.181144	0.620738	0.574909	0.176607	0.233658	0.40451	0.496428	0.422831	0.30424	0.55216	0.753959	0.727509	0.736911	0.339648	1.35879	2.55221	0.595778	0.673082	0.852083	0.545261	0.54999	0.409123	0.163046	0.178561	0.458522	
0.215276	0.250082	0.240858	0.135418	0.250226	0.341925	0.151973	0.317383	0.76886	0.882832	0.259353	0.281421	1.38579	0.554431	0.0725359	0.167353	1.35814	0.4699	0.848019	0.415957	0.376382	1.2516	2.02922	0.5984	0.624161	0.392223	0.430556	0.694107	0.343319	0.340633	0.349003	0.319779	
0.297239	0.551921	0.254862	0.10393	0.194958	0.21236	0.24834	0.490365	0.597085	0.722151	0.271916	0.757875	1.04834	0.246838	0.101832	0.430202	0.680415	0.635246	0.606392	0.894494	0.714936	1.55685	0.845061	0.414955	0.464638	0.226119	0.513677	0.921222	0.516443	0.661959	0.335224	0.187041	
0.496788	0.30865	0.320225	0.130748	0.164741	0.124166	0.385726	0.635818	1.04657	0.590865	0.359415	0.450466	0.644791	0.259594	0.0724892	0.707761	0.734684	0.743296	1.59034	0.795898	0.571603	0.803709	0.533138	0.240499	0.433235	0.708972	0.52465	0.430981	0.703569	0.742804	0.64977	0.142245	
0.543119	0.295898	0.137538	0.271293	0.134797	0.170379	0.413379	1.28997	0.669307	0.704551	0.345793	0.65866	0.484032	0.527643	0.0976665	0.412945	0.727729	1.73431	2.45123	0.943325	0.33317	0.665593	0.670556	0.272847	0.23994	0.606897	0.422462	0.262	0.589469	0.623337	1.08041	0.23342	
0.366263	0.279325	0.216037	0.339283	0.160631	0.30071	0.353475	0.947495	0.490766	1.13597	0.761502	0.435833	0.518652	0.42329	0.377071	0.377944	0.849662	1.49393	0.621341	0.247995	0.22994	0.409178	0.306117	0.301006	0.272693	0.666871	0.367637	0.228632	0.357235	0.680754	0.689248	0.337495	
0.209019	0.413515	0.274037	0.2793	0.254651	0.31554	0.269175	1.14395	0.354099	0.797956	1.04243	0.655742	0.657456	0.236318	0.535777	0.356112	0.818751	1.77254	0.628309	0.435104	0.182722	0.141136	0.235	0.378134	0.692497	0.795583	0.158102	0.229314	0.259594	0.872264	1.17873	0.828676	
0.253139	0.366725	0.239804	0.340364	0.194483	0.247376	0.136535	0.999766	0.457218	0.936615	0.880983	0.509865	0.474178	0.449778	0.566605	0.517365	0.702368	2.33869	0.571438	0.456863	0.337243	0.153892	0.180935	0.334573	0.949605	0.752974	0.190807	0.334363	0.51929	0.782036	0.479373	1.62567	
0.228794	0.213804	0.229692	0.373335	0.269879	0.312803	0.394897	1.12565	0.465764	0.557434	0.562187	0.492953	0.999107	0.450378	0.388271	0.428931	0.661101	1.43234	0.614396	0.323219	0.32582	0.347267	0.383395	0.26013	0.719669	0.204488	0.247153	0.232443	0.329823	0.796655	0.408913	1.36441	
0.360156	0.317251	0.217538	0.295008	0.604187	0.299505	0.450859	0.636718	0.446967	0.668146	0.584405	0.610325	0.730722	0.748676	0.527631	0.551724	1.2056	0.859419	0.951509	0.262167	0.354975	0.339038	0.315728	0.248351	0.410868	0.53977	0.178175	0.250901	0.731931	0.499717	0.641504	0.935936	
0.271648	0.179427	0.220307	0.269447	0.273989	0.500842	0.387796	0.985047	0.38786	0.612931	0.391774	0.573205	0.654664	0.907766	1.47165	0.385864	0.548858	0.447787	0.721294	0.949387	0.205524	0.447608	0.780113	0.265541	0.114134	0.517808	0.37453	0.304149	0.367294	0.930963	0.716414	0.648019	
0.259191	0.185477	0.436551	0.295987	0.328617	0.814241	0.396435	0.765396	0.22581	0.296159	0.637345	0.602457	0.666702	0.973749	0.805389	0.228397	0.431123	0.441572	0.505742	0.480527	0.653063	0.279804	0.553237	0.304577	0.233945	0.300462	0.649461	0.190692	0.427189	0.724159	0.907881	0.46928	
0.267417	0.44981	0.559712	0.318768	0.612184	0.436416	0.668341	0.229256	0.690997	0.532276	0.449089	1.42428	1.45184	1.01592	0.212608	0.31661	0.291445	0.4727	0.715501	0.369694	1.14965	0.64512	0.369459	0.251724	0.636618	0.34211	0.601875	0.0514099	0.414146	0.519739	1.09625	0.469757	
0.174496	0.175346	0.779499	0.510446	0.309932	0.377467	0.288683	0.25855	0.673835	1.05793	0.5705	1.7485	0.663974	0.46427	0.153085	0.60687	0.622788	0.506662	0.697137	0.419961	1.05971	0.981539	0.345545	0.200881	0.436466	0.549436	0.661215	0.0917546	0.292	0.398551	1.07193	0.756594	
0.096449	0.282768	0.532859	0.73996	0.116637	0.387257	0.188893	0.54606	0.958206	1.00447	1.16108	0.952135	0.996663	0.730585	0.224745	0.41175	0.558822	0.227339	0.726752	0.538913	0.497518	0.618791	0.591559	0.341644	0.384915	0.3825	0.515876	0.135267	0.232686	0.729608	1.22551	0.503111	
0.066923	0.273158	0.363116	0.37414	0.619938	0.216833	0.27943	0.522718	0.804594	1.033	1.33398	0.447373	0.317429	0.469156	0.18382	0.495235	0.634713	0.243543	0.596465	0.346631	0.522781	0.721219	0.642595	0.225855	0.187142	0.624126	0.447556	0.3498	0.334052	0.906565	0.871814	0.758535	
0.148826	0.287534	0.415808	0.257671	0.43841	0.330011	0.346918	0.692446	0.625822	0.342297	1.83492	0.83533	0.564901	0.253861	0.37591	0.613866	0.815103	0.387145	0.401992	0.334792	0.447678	0.616685	0.482496	0.204619	0.390197	0.471954	0.421045	0.397729	0.191567	0.854031	1.39806	0.67419	
0.130768	0.203167	0.281185	0.562904	0.368868	0.304468	0.348833	0.992068	0.534292	0.573621	1.7697	0.773106	0.521164	0.418016	0.333944	0.364811	0.162248	0.396469	0.544937	0.82375	0.352281	0.588359	0.886405	0.509336	0.670883	0.256598	0.356365	0.300327	0.253258	0.42713	1.80522	0.499464	
0.144295	0.203109	0.207287	0.418694	0.378415	0.281948	0.24467	1.0752	0.745564	0.491013	1.04871	0.75564	1.00377	0.505093	0.430226	0.751475	0.367618	0.169703	0.337239	0.569334	0.471661	0.597685	1.07033	0.918864	0.979872	0.3895	0.173006	0.289526	0.279349	0.381791	1.52906	0.693229	
0.237009	0.20828	0.256814	0.183519	0.396352	0.454025	0.512484	0.475956	1.17195	0.455896	0.319644	0.551106	0.604302	0.580087	0.862725	0.57195	0.212727	0.270358	0.230628	0.443867	0.628587	0.530972	1.25321	0.777566	0.660964	0.579003	0.338374	0.409681	0.395619	0.323441	1.20433	0.384638	
0.280032	0.163039	0.304338	0.409451	0.182058	0.189823	0.559728	0.72188	1.14574	0.277398	1.17598	0.40668	0.345798	0.899723	1.31812	0.670188	0.523022	0.101248	0.192668	0.27421	0.35811	0.200094	1.22098	1.42741	0.648842	0.345521	0.399803	0.326745	0.261653	0.594626	1.18424	0.530872	
